94 153
41 89
142 47
152 63
85 133
19 181
48 227
128 165
183 133
183 133
91 74
90 17
289 75
272 104
134 237
89 270
245 347
327 259
436 225
365 329
282 415
264 451
354 359
433 342
376 250
227 311
149 410
194 442
266 350
336 320
375 201
480 221
445 165
